date_of_stop,time_of_stop,agency,subagency,description,location,latitude,longitude,accident,belts,personal_injury,property_damage,fatal,commercial_license,hazmat,commercial_vehicle,alcohol,work_zone,state,vehicletype,year,make,model,color,violation_type,charge,article,contributed_to_accident,race,gender,driver_city,driver_state,dl_state,arrest_type,geolocation
2012-11-05,22:07:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,GEORGIA AVE AND OWENS ROAD,39.15974365,-77.0641177666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,HYUN,4S,WHITE,Citation,16-303(d),Transportation Article,false,WHITE,M,OLNE,MD,MD,Q - Marked Laser,"(39.15974365, -77.0641177666667)"
2013-07-22,13:20:00,MCP,"1st district, Rockville","FAIL OF DRIVER IN BODILY INJURY,DEATH,ATTEND VEH,ATTENDED PROPERTY ACCIDENT TO FURNISH REQ ID & LIC",GLEN MILL RD @ DARNESTOWN RD,39.0912916666667,-77.19322,false,false,false,true,false,false,false,false,false,false,MD,02 - Automobile,2006,HONDA,ACCORD,SILVER,Citation,20-104(b),Transportation Article,true,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0912916666667, -77.19322)"
2012-01-14,04:11:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVE/LOCKWOOD DR,38.9905439166667,-77.0230068166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,LAND ROVER,DISCOVERY,BEIGE,Citation,21-902(b1),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9905439166667, -77.0230068166667)"
2013-07-08,21:30:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MUDDY BRANCH RD @ KILLARNEY LN,39.1316996833333,-77.2067155166667,false,false,false,false,false,true,false,false,false,false,MD,02 - Automobile,2003,VOLKSWAGON,JETTA,GRAY,Citation,16-303(c),Transportation Article,false,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1316996833333, -77.2067155166667)"
2012-03-16,20:51:00,MCP,"4th district, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT,PLYERS MILL RD WB / DOUGLAS AVE,39.0297413833333,-77.0497131666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,FORD,EXPLORER,BLUE,Citation,16-105(b2),Transportation Article,false,HISPANIC,F,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0297413833333, -77.0497131666667)"
2013-05-18,19:52:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,S/B ROUTE 27 @ WOODFIELD ROAD,39.233635,-77.2393233333333,false,false,false,false,false,false,false,false,false,false,DC,02 - Automobile,2007,JEEP,3.7L,SILVER,Citation,21-309(b),Transportation Article,false,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.233635, -77.2393233333333)"
2015-05-09,21:03:00,MCP,Headquarters and Special Operations,KNOWINGLY DRIVING UNINSURED VEHICLE,RANDOLPH ROAD @ BUSHEY DRIVE,39.0633783333333,-77.0501983333333,false,false,false,false,true,false,false,false,false,false,MD,02 - Automobile,2005,FORD,F-150,RED,Citation,17-107,Transportation Article,true,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0633783333333, -77.0501983333333)"
2012-09-23,00:37:00,MCP,"4th district, Wheaton",FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,N/B GEORGIA AVE @ PLYERS MILL RD,39.0584161333333,-77.0482741666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,TOYOTA,4RUNNER,MAROON,Citation,20-102(a2),Transportation Article,false,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0584161333333, -77.0482741666667)"
2014-04-23,09:36:00,MCP,"3rd district, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,GREENCASTLE RD AND OLD COLUMBIA PIKE,39.09821,-76.9440666666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2012,TOYOTA,RAV4  X2/16,GRAY,Citation,21-301(a),Transportation Article,false,ASIAN,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.09821, -76.9440666666667)"
2012-02-14,09:36:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,EMORY GROVE RD @ TEA ROSE DR,39.15266155,-77.1734260166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,HONDA,PILOT,TAN,Citation,13-409(b),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.15266155, -77.1734260166667)"
2014-03-04,17:28:00,MCP,"3rd district, Silver Spring",PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,FENTON ST / ELLSWORTH DR,38.9960833333333,-77.0249383333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,CHRY,300,"GREEN, LGT",Citation,21-1003(aa),Transportation Article,false,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9960833333333, -77.0249383333333)"
2012-08-12,08:29:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,KENT LANDS BLVD @ BOOTH ST,39.1247734333333,-77.2417028333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,INIF,G35X,SILVER,Citation,13-409(b),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1247734333333, -77.2417028333333)"
2012-08-13,09:25:00,MCP,"1st district, Rockville",driving on suspended/revoked  license and privilege,GEORGIA AVE/BLUERIDGE AVENUE,39.0445685,-77.05220725,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,INFI,4S,SILVER,Citation,16-303(d),Transportation Article,false,BLACK,F,SUITLAND,MD,MD,A - Marked Patrol,"(39.0445685, -77.05220725)"
2012-09-20,21:53:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,S/B 355 @ CONGRESSIONAL LN,39.06395915,-77.1266889333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,VW,PASSAT,BLACK,Citation,13-411(f),Transportation Article,false,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06395915, -77.1266889333333)"
2013-04-05,23:28:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,OFF RAMP O/L 495 @ CONNECTICUT AVE,39.0069733333333,-77.07716,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1999,MERZ,TK,BLACK,Citation,22-412.3(b),Transportation Article,false,BLACK,M,WHEATON,MD,NC,A - Marked Patrol,"(39.0069733333333, -77.07716)"
2012-03-20,23:23:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,WOOTTON PKWY/ PAULSBORO DR,39.0788653333333,-77.1815348,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,SUBARU,FORESTER,SILVER,Citation,13-401(h),Transportation Article,false,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0788653333333, -77.1815348)"
2012-04-17,23:09:00,MCP,"1st district, Rockville",LEFT TURN FROM IMPROPER ROAD POSITION,SB RT355 @ FIRST ST,39.0781998333333,-77.1385471333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,DODGE,CHARGER,,Citation,21-601(b),Transportation Article,false,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.0781998333333, -77.1385471333333)"
2012-03-06,08:22:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EDSON LA AT WOODGLEN DR,39.0409182333333,-77.1129360333333,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,2008,BMW,328I,GREEN,Citation,21-201(a1),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0409182333333, -77.1129360333333)"
2012-04-20,01:57:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,WOODMONT AVE @ BATTERY LN,38.9834357,-77.092849,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,FORD,MUSTANG,SILVER,Citation,21-902(b1),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.9834357, -77.092849)"
2012-01-20,20:37:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,S/B NEW HAMPSHIRE AVE @ NORWOOD ROAD,39.1064328,-77.0013310333333,false,false,false,false,false,false,false,false,false,false,WV,28 - Other,1997,DODGE,RAM,GREEN,Citation,13-411(f),Transportation Article,false,BLACK,M,CAMP SPRINGS,MD,MD,A - Marked Patrol,"(39.1064328, -77.0013310333333)"
2012-05-17,23:46:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WAYNE AVE AT CEDAR ST,38.9961436166667,-77.02315695,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,HONDA,4D,BLACK,Citation,16-101(a),Transportation Article,false,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,"(38.9961436166667, -77.02315695)"
2015-01-17,02:26:00,MCP,Headquarters and Special Operations,"FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WISCONSIN / BRADLEY,38.9774316666667,-77.0908566666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,TOYOTA,CAMRY,SILVER,Citation,22-201.1,Transportation Article,false,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.9774316666667, -77.0908566666667)"
2012-05-31,01:42:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GREAT SENECA / MUDDY BRANCH,39.14969955,-77.2338177833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,DODGE,TH,SILVER,Citation,21-902(a2),Transportation Article,false,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.14969955, -77.2338177833333)"
2012-02-07,18:22:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,OLD GEORGETOWN RD/BEECH AVE,,,false,false,false,true,false,false,false,false,false,false,MD,02 - Automobile,2008,FORD,TK,WHITE,Citation,21-801(b),Transportation Article,true,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,
2013-09-13,12:40:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,TRAVILAH RD @ GLEN RD,39.06964015,-77.2627727,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,TOYOTA,SIENNA,GRAY,Citation,21-707(a),Transportation Article,false,ASIAN,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.06964015, -77.2627727)"
2012-05-28,10:09:00,MCP,"3rd district, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,UNIVERSITY BLVD E/E FRANKLIN AVE,39.0179426333333,-77.0066927333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,PONTIAC,G8,SILVER,Citation,22-412.3(b),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0179426333333, -77.0066927333333)"
2012-04-10,02:34:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,N/B NEW HAMPSHIRE AVE PAST ADELPHI RD,39.01202675,-76.9786901,false,false,false,false,false,true,false,false,false,false,MD,02 - Automobile,1998,MITSUBISHI,ECLIPSE,SILVER,Citation,16-303(c),Transportation Article,false,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.01202675, -76.9786901)"
2012-03-31,00:28:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DRIVE RIGHT OF CENTER,RUSSELL AVE/LAKEFOREST BLVD,39.1509786,-77.2059691833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,HONDA,CIVIC,SILVER,Citation,21-301(a),Transportation Article,true,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1509786, -77.2059691833333)"
2012-12-07,14:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,SAYBROOKE OAKS BLVD/VICTORY FARM DR,39.1489629333333,-77.1800925666667,false,false,false,false,false,true,false,false,false,false,MD,02 - Automobile,1997,HOND,ACCORD,GRAY,Citation,21-707(a),Transportation Article,false,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1489629333333, -77.1800925666667)"
2012-04-13,18:41:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,S/B NEW HAMPSHIRE AVE @ DILSTON RD,39.0104759833333,-76.9793175833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,DODGE,DURANGO,MAROON,Citation,13-411(d),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0104759833333, -76.9793175833333)"
2012-05-17,23:30:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,5110 RUGBY,38.9905408,-77.1015142,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1992,LEXUS,4S,BLACK,Citation,16-303(c),Transportation Article,false,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(38.9905408, -77.1015142)"
2012-02-21,13:50:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,VEIRS MILL RD AT PARKLAND DR,39.06079335,-77.0904125,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,HONDA,CIVIC,BLACK,Citation,22-412.3(b),Transportation Article,false,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06079335, -77.0904125)"
2012-02-20,17:19:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,HALE PL/ LINDEN LA,39.0100524,-77.0500618,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,SAAB,92X,BLACK,Citation,16-115(f),Transportation Article,false,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0100524, -77.0500618)"
2012-02-04,00:50:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MONTGOMERY VILLAGE AVE /CLUB HOUSE RD.,39.17354535,-77.20454775,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1995,MAZDA,4S,GOLD,Citation,16-101(a),Transportation Article,false,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.17354535, -77.20454775)"
2013-12-05,01:41:00,MCP,"2nd district, Bethesda",DRIVING VEH. ON HWY WITH LAMP IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR,OLD GEORGETOWN RD @ BEECH,39.01122,-77.115655,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,HONDA,ELEMENT,BLUE,Citation,22-227(d),Transportation Article,false,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.01122, -77.115655)"
2012-07-11,22:55:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEH ON HWY ON SUSPENDED LIC AND PRIVILEGE,COLUMBIA PIKE @ STEWART LANE,39.0468238833333,-76.9861708333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,MERCEDES,CLK 240,GRAY,Citation,16-303(c),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0468238833333, -76.9861708333333)"
2012-01-16,11:19:00,MCP,"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,LAYHILL ROAD / QUEENSGUARD RD,39.08800435,-77.0448251,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1993,LEXUS,ES,GREEN,Citation,13-411(a),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.08800435, -77.0448251)"
2012-01-14,02:20:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE @ HICKERSON DR,39.04180315,-77.0522147666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1996,TOYOTA,CAMRY,"GREEN, DK",Citation,21-201(a1),Transportation Article,false,HISPANIC,F,BRENTWOOD,MD,MD,A - Marked Patrol,"(39.04180315, -77.0522147666667)"
2012-03-07,05:01:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,RANDOLPH ROAD/MIDDLEVALE LANE,39.06447305,-77.0390608833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,SUZUKI,XL.7,"GREEN, DK",Citation,21-801(a),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06447305, -77.0390608833333)"
2012-02-18,03:22:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WOODFIELD RD/MIDCOUNTY HWY,39.1510473833333,-77.1763443833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,CHEVY,IMPALA,WHITE,Citation,21-204(b),Transportation Article,false,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.1510473833333, -77.1763443833333)"
2012-09-02,02:03:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,MONTGOMERY VILLAGE AVE / SHADOW OAK DR.,39.18858975,-77.1966623,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1998,TOYOTA,CAMRY,GREEN,Citation,21-301(a),Transportation Article,false,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.18858975, -77.1966623)"
2012-08-02,23:41:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,UNIVERSITY BLVD/BRADFORD ROAD,39.0680702666667,-77.1617506,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,HOND,4S,"BLUE, DARK",Citation,21-402(a),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0680702666667, -77.1617506)"
2012-05-21,15:58:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB 29/NEW HAMPSHIRE,39.04147985,-76.9945277166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,CADI,4S,BLUE,Citation,16-303(c),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.04147985, -76.9945277166667)"
2014-09-24,18:08:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 75 MPH IN A POSTED 55 MPH ZONE,S/B I-270 @ RT 28,39.08815,-77.1746533333333,false,false,false,false,false,true,false,false,false,false,MD,02 - Automobile,2009,HONDA,CIVIC SI,BLUE,Citation,21-801.1,Transportation Article,false,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.08815, -77.1746533333333)"
2012-02-06,09:18:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,NEW HAMPSHIRE AVE/SIR GALAHAD WAY,39.1433459,-77.0012866333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,HONDA,PILOT,BEIGE,Citation,13-411(d),Transportation Article,false,WHITE,F,MONROVIA,MD,MD,A - Marked Patrol,"(39.1433459, -77.0012866333333)"
2012-05-16,07:26:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,SCENERY DRIVE/GERMANTOWN ROAD,39.1924518,-77.23329675,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,FORD,TRUCK,BLUE,Citation,22-412.3(b),Transportation Article,false,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1924518, -77.23329675)"
2012-02-05,12:50:00,MCP,"4th district, Wheaton",PERSON WITH MD REG. VEHICLE FAILING TO TRANSPORT CHILD WEIGHING 40 LBS OR LESS IN CHILD SAFETY SEAT,GEORGIA AVE/MASON ST,39.0552955166667,-77.0503937333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1992,MERCEDES,400 SEL,GRAY,Citation,22-412.2(d),Transportation Article,false,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0552955166667, -77.0503937333333)"
2013-09-15,18:53:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,FLOWER HILL WAY / STREAMSIDE DR,,,false,false,false,false,false,false,false,false,false,false,MD,28 - Other,2008,WILDFIRE,SCOOTER,YELLOW,Citation,16-101(a),Transportation Article,false,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
2012-03-20,22:55:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,"S/B VEIRS MILL ROAD TURN LN#3 @ ASP HILL",39.0584869,-77.0479257833333,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2002,FORD,WINDSTAR VAN,"GREEN, DK",Citation,21-902(b1),Transportation Article,false,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0584869, -77.0479257833333)"
2012-05-13,01:28:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,UNIVERSITY BLVD @ BAYFIELD STREET,38.9905229166667,-77.0228246166667,false,false,false,true,false,false,false,false,false,false,MD,02 - Automobile,2002,MITSUBISHI,ECLIPSE,BLUE,Citation,21-902(a2),Transportation Article,false,HISPANIC,M,BLADENSBURG,MD,MD,A - Marked Patrol,"(38.9905229166667, -77.0228246166667)"
2013-04-29,16:18:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,10680 OLD GEORGETOWN RD / S270 X1 TO 495,39.03029835,-77.1266804333333,false,true,false,true,false,false,false,false,false,false,WV,02 - Automobile,2006,NISS,SENTRA,BEIGE,Citation,21-801(b),Transportation Article,true,BLACK,M,CLARKSBURG,MD,WV,A - Marked Patrol,"(39.03029835, -77.1266804333333)"
2012-06-22,12:38:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,VEIRSMILL RD / GRIDLEY RD WHEATON,39.0567350833333,-77.0831150666667,false,false,false,false,false,false,false,false,false,false,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0567350833333, -77.0831150666667)"
2012-04-08,19:01:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,DARNESTOWN RD / YEARLING DR,,,false,false,true,false,false,false,false,false,false,false,MD,02 - Automobile,2011,TOYO,CAMRY,SILVER,Citation,21-301(a),Transportation Article,false,ASIAN,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,
2013-11-03,15:10:00,MCP,"4th district, Wheaton",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,SB GEORGIA AVE AT BEL PRE ROAD,39.090465,-77.0801233333333,false,false,false,false,false,false,false,false,false,false,WV,02 - Automobile,1992,NISSAN,MAXIMA,WHITE,Citation,13-703(g),Transportation Article,false,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.090465, -77.0801233333333)"
2012-12-29,19:56:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DEMOCRACY BLVD @ WESTLAKE DR,39.0229972166667,-77.1499245666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,MAZDA,TRIBUTE,BLACK,Citation,21-201(a1),Transportation Article,false,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.0229972166667, -77.1499245666667)"
2013-06-10,06:50:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 26-204,CRABBS BRANCH WAY @ SHADY GROVE RD,39.1292998833333,-77.1672077833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,CHEV,TK,WHITE,Citation,16-303(h),Transportation Article,false,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1292998833333, -77.1672077833333)"
2013-10-04,15:25:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,WILKINS AVE@ PARKLAWN DR,39.0757733333333,-77.1185433333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,HONDA,CIVIC,WHITE,Citation,16-303(c),Transportation Article,false,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0757733333333, -77.1185433333333)"
2013-03-07,21:53:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,WHITES FERRY / MORROW,39.1240566666667,-77.364785,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,TOYOTA,4S,SILVER,Citation,21-801.1,Transportation Article,false,WHITE,F,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,"(39.1240566666667, -77.364785)"
2013-12-18,14:08:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,11462 CHERRY HILL RD PARKING LOT,39.0449188166667,-76.9528341333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,HYUNDAI,SANTA FE,"BLUE, LIGHT",Citation,13-411(f),Transportation Article,false,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0449188166667, -76.9528341333333)"
